VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
PRD-RDS-100,poweredOn,False,False,green,prd-rds-100.corp.example,connected,running,green,False,2026/08/07 03:18:00,,,,2025/07/10 01:34:00,,4,1,4096,537,1,3,1177600,,,normal,,True,TRUE,10.10.110.30,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1181996,487735,487735,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,19,none,never,,[prod-vmfs-02] PRD-RDS-100/PRD-RDS-100.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1099,,42fef5184dead6450986bbebf23e323d,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-101,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2018/06/19 04:34:00,,4,,65536,0,1,2,614400,,,normal,,True,TRUE,,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,680236,345629,345629,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[prod-vmfs-05] PRD-SVC-101/PRD-SVC-101.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 or later (64-bit),,,,vm-1100,,426b4be48a4a0e2df22b5b98b24cc64f,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-102,poweredOn,False,False,green,prd-fs-102.corp.example,connected,running,green,False,2026/08/26 06:03:00,,,,2021/08/21 19:15:00,,4,0,32768,4904,1,2,307200,,,normal,,True,TRUE,10.10.120.68,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,340268,300318,300318,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-03] PRD-FS-102/PRD-FS-102.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1101,,42b0b63b08601833479d0cdaf396ea37,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-103,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2025/03/29 19:25:00,,4,,24576,0,1,4,1628160,,,normal,,True,TRUE,,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1653036,605513,605513,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-01] PRD-SQL-103/PRD-SQL-103.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows 10 (64-bit),,,,vm-1102,,4265ec7a0f8035f55bd20c98a5135ea0,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-104,poweredOn,False,False,green,prd-web-104.corp.example,connected,running,green,False,2026/07/04 10:29:00,,,,2025/11/03 16:17:00,,1,1,2048,665,2,3,901120,,,normal,,True,TRUE,10.10.100.43,PG-App-100,PG-App-100,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,903468,527934,527934,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[prod-vmfs-05] PRD-WEB-104/PRD-WEB-104.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1103,,42c97765203c8c25fd235def3e5a87e3,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-105,poweredOn,False,False,green,prd-ctx-105.corp.example,connected,running,green,False,2026/07/11 11:35:00,,,,2024/12/28 04:56:00,,2,7,8192,1459,1,2,245760,,,normal,,True,TRUE,10.10.110.31,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,254252,86440,86440,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-03] PRD-CTX-105/PRD-CTX-105.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),,,vm-1104,,4200b9d4989240ace68933a9c9e48e8c,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-106,poweredOn,False,False,green,prd-web-106.corp.example,connected,running,green,False,2026/06/12 13:56:00,,,,2024/08/29 01:27:00,,1,0,4096,1327,2,1,61440,,,normal,,True,TRUE,10.10.120.69,PG-Web-120,PG-Web-120,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,65836,19827,19827,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-05] PRD-WEB-106/PRD-WEB-106.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1105,,4296bf103ce915e7c9d6a63bca3c6f5f,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-107,poweredOn,False,False,green,prd-app-107.corp.example,connected,running,green,False,2026/07/24 13:22:00,,,,2020/12/18 01:51:00,,2,0,4096,1469,2,1,40960,,,normal,,True,TRUE,10.10.100.45,PG-App-100,PG-DB-110,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,45356,45056,45056,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-03] PRD-APP-107/PRD-APP-107.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1106,,4297fa7f836390075cae9610c72c1fe3,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-108,poweredOn,False,False,green,prd-app-108.corp.example,connected,running,green,False,2026/06/22 21:02:00,,,,2022/02/08 19:47:00,,12,1,49152,10673,1,2,849920,,,normal,,True,TRUE,10.10.100.46,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,899372,592107,592107,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,9,none,never,,[prod-vmfs-05] PRD-APP-108/PRD-APP-108.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1107,,420f924007f97d05f6ca6b8ba4b1f991,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-109,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2019/08/11 12:53:00,,4,,4096,0,1,2,829440,,,normal,,True,TRUE,,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,833836,800431,800431,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-01] PRD-APP-109/PRD-APP-109.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2008 R2 (64-bit),,,,vm-1108,,4210d08d25f934bf9bb961555275eb94,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-110,poweredOn,False,False,green,prd-svc-110.corp.example,connected,running,green,False,2026/06/03 00:34:00,,,,2025/04/30 12:49:00,,8,0,49152,13873,1,1,102400,,,normal,,True,TRUE,10.10.120.71,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,151852,151552,151552,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[prod-vmfs-04] PRD-SVC-110/PRD-SVC-110.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1109,,421963c26e218b099afd4015816bcb9f,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-111,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2018/06/07 06:10:00,,4,,16384,0,1,2,2088960,,,normal,,True,,,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2105644,696954,696954,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-03] PRD-SVC-111/PRD-SVC-111.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,CentOS 7 (64-bit),,,,vm-1110,,42741881d3d1bf0f56c438e469efafb1,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-112,poweredOn,False,False,green,prd-fs-112.corp.example,connected,running,green,False,2026/08/03 02:56:00,,,,2021/10/09 05:43:00,,4,2,4096,1544,1,4,2600960,,,normal,,True,,10.10.100.47,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2605356,1576017,1576017,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,21,none,never,,[prod-vmfs-01] PRD-FS-112/PRD-FS-112.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1111,,42d4ef00175a81ec112fa61279699ed2,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-113,poweredOn,False,False,green,prd-sql-113.corp.example,connected,notRunning,gray,False,2026/06/09 17:57:00,,,,2018/03/13 19:35:00,,8,0,49152,18908,1,1,40960,,,normal,,True,TRUE,10.10.100.48,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,90412,90112,90112,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-02] PRD-SQL-113/PRD-SQL-113.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1112,,425a8567692ac1391f4a8ca1ab85fd59,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-114,poweredOn,False,False,green,prd-app-114.corp.example,connected,running,green,False,2026/08/16 17:52:00,,,,2025/05/25 21:36:00,,4,1,4096,441,1,2,829440,,,normal,,True,TRUE,10.10.100.49,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,833836,269766,269766,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-05] PRD-APP-114/PRD-APP-114.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1113,,427b70c3a81fdec3279c658a36760ce5,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-115,poweredOn,False,False,green,prd-svc-115.corp.example,connected,running,green,False,2026/06/25 06:15:00,,,,2019/08/22 13:47:00,,4,1,32768,6768,2,2,552960,,,normal,,True,TRUE,10.10.120.72,PG-Web-120,PG-DB-110,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,586028,335491,335491,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,14,none,never,,[prod-vmfs-05] PRD-SVC-115/PRD-SVC-115.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1114,,42f97be28f9b72aed85c16bd6dda4f8d,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-116,poweredOn,False,False,green,prd-svc-116.corp.example,connected,running,green,False,2026/08/14 18:30:00,,,,2022/09/05 09:19:00,,12,0,16384,2889,1,2,573440,,,normal,,True,TRUE,10.10.110.34,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,590124,337153,337153,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-01] PRD-SVC-116/PRD-SVC-116.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1115,,424f199ec32d4526b3e4110a45f50c52,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-117,poweredOn,False,False,green,prd-app-117.corp.example,connected,notRunning,gray,False,2026/07/26 23:35:00,,,,2022/05/24 20:01:00,,2,0,4096,402,1,1,81920,,,normal,,True,TRUE,10.10.120.73,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,86316,27567,27567,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,19,none,never,,[prod-vmfs-02] PRD-APP-117/PRD-APP-117.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1116,,42bf012e177d6e7e07d924cef8c88fae,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-118,poweredOn,False,False,green,prd-sql-118.corp.example,connected,running,green,False,2026/08/14 23:51:00,,,,2024/11/05 14:27:00,,16,0,16384,6368,1,2,163840,,,normal,,True,TRUE,10.10.100.50,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,180524,136679,136679,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,21,none,never,,[prod-vmfs-01] PRD-SQL-118/PRD-SQL-118.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1117,,42e222b615bfbe9798a21f1c914dcfae,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-119,poweredOn,False,False,green,prd-app-119.corp.example,connected,running,green,False,2026/08/23 03:30:00,,,,2022/09/28 20:23:00,,4,0,16384,2768,1,3,808960,,,normal,,True,,10.10.110.35,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,825644,620602,620602,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,19,none,never,,[prod-vmfs-01] PRD-APP-119/PRD-APP-119.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1118,,42c143f4372f871a45ee432d6a07f213,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-120,poweredOn,False,False,green,prd-web-120.corp.example,connected,running,green,False,2026/08/31 05:07:00,,,,2026/07/12 03:11:00,,4,2,24576,9699,1,3,3174400,,,normal,,True,TRUE,10.10.120.74,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,3199276,2392507,2392507,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[prod-vmfs-02] PRD-WEB-120/PRD-WEB-120.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1119,,42fc04a1652ffb493873e57f0ba078e8,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-121,poweredOn,False,False,green,prd-web-121.corp.example,connected,running,green,False,2026/06/26 02:04:00,,,,2020/08/21 11:16:00,,4,0,8192,1813,1,2,870400,,,normal,,True,TRUE,10.10.100.51,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,878892,383142,383142,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-04] PRD-WEB-121/PRD-WEB-121.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1120,,422cfa556e3f683abf3c51407f54a511,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-122,poweredOn,False,False,green,prd-svc-122.corp.example,connected,running,green,False,2026/06/13 06:58:00,,,,2025/09/27 22:54:00,,4,7,4096,1268,1,4,2918400,,,normal,,True,TRUE,10.10.100.52,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2922796,1066871,1066871,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,19,none,never,,[prod-vmfs-02] PRD-SVC-122/PRD-SVC-122.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,CentOS 7 (64-bit),CentOS Linux 7 (Core),,,vm-1121,,4204cc3e6fac16730ad45230bdf66ba5,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-123,poweredOn,False,False,green,prd-fs-123.corp.example,connected,running,green,False,2026/07/20 11:36:00,,,,2019/09/06 18:37:00,,12,2,32768,2502,1,3,1075200,,,normal,,True,,10.10.100.53,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1108268,1045932,1045932,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[esx-prod05-local] PRD-FS-123/PRD-FS-123.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1122,,42532401f758dce20556daea67b03283,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-124,poweredOn,False,False,green,prd-sql-124.corp.example,connected,running,green,False,2026/07/29 00:54:00,,,,2018/04/01 23:16:00,,2,1,8192,2162,1,3,2314240,,,normal,,True,,10.10.120.75,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2322732,827090,827090,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-04] PRD-SQL-124/PRD-SQL-124.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1123,,426550f71422373f862268d16683e107,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-125,poweredOn,False,False,green,prd-sql-125.corp.example,connected,running,green,False,2026/06/20 17:15:00,,,,2017/06/05 12:38:00,,12,0,8192,837,1,1,40960,,,normal,,True,TRUE,10.10.110.36,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,49452,36641,36641,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-03] PRD-SQL-125/PRD-SQL-125.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1124,,425970a8c6b6e4ade7ea8d5a31a3ac4d,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-126,poweredOn,False,False,green,prd-app-126.corp.example,connected,running,green,False,2026/06/04 18:57:00,,,,2017/12/11 12:59:00,,4,2,8192,1860,1,1,61440,,,normal,,True,TRUE,10.10.110.37,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,69932,40291,40291,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,21,none,never,,[prod-vmfs-05] PRD-APP-126/PRD-APP-126.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1125,,42a7cf70c257cf73c29d782b2722796e,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-127,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2019/07/30 23:21:00,,4,,65536,0,1,1,81920,,,normal,,True,TRUE,,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,147756,27339,27339,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[prod-vmfs-02] PRD-RDS-127/PRD-RDS-127.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Red Hat Enterprise Linux 8 (64-bit),,,,vm-1126,,42fc8d5ba2a2e91fa49b1cd99082889b,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-128,poweredOn,False,False,green,prd-rds-128.corp.example,connected,running,green,False,2026/06/19 07:29:00,,,,2021/06/07 19:28:00,,12,0,16384,4505,1,1,81920,,,normal,,True,TRUE,10.10.120.76,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,98604,47483,47483,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,21,none,never,,[prod-vmfs-05] PRD-RDS-128/PRD-RDS-128.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1127,,4281e0d45a18e2a30e614bcd97674900,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-129,poweredOn,False,False,green,prd-app-129.corp.example,connected,running,green,False,2026/08/21 02:47:00,,,,2021/06/03 14:55:00,,2,2,65536,14742,1,4,2508800,,,normal,,True,TRUE,10.10.120.77,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2574636,2306810,2306810,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,19,none,never,,[prod-vmfs-02] PRD-APP-129/PRD-APP-129.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),,,vm-1128,,4298159d9d713084171dabf9daf481a7,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-130,poweredOn,False,False,green,prd-app-130.corp.example,connected,notRunning,gray,False,2026/06/12 09:44:00,,,,2021/07/24 05:39:00,,8,0,131072,8252,1,1,40960,,,normal,,True,TRUE,10.10.120.78,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,172332,144720,144720,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,10,none,never,,[prod-vmfs-01] PRD-APP-130/PRD-APP-130.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,,,vm-1129,,42269ed480599b9379c2d2e49ae1a991,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
