VM,Powerstate,Template,SRM Placeholder,VM Version,Tools,Tools Version,Required Version,Upgradeable,Upgrade Policy,Sync time,App status,Heartbeat status,Kernel Crash state,Operation Ready,State change support,Interactive Guest,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VMRef,VM ID,VM UUID,VI SDK Server,VI SDK UUID
vcsa01,poweredOn,False,False,14,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,VMware Photon OS (64-bit),VMware Photon OS 3.0,vm-1310,vm-1310,427abfced42cb1ae19f738cb6016c743,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
nsx-mgr-01,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,VMware Photon OS (64-bit),VMware Photon OS 3.0,vm-1311,vm-1311,42088dbdd883e3f8cc9803de12de9e5a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
nsx-mgr-02,poweredOn,False,False,21,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,VMware Photon OS (64-bit),VMware Photon OS 3.0,vm-1312,vm-1312,42bb635f29310971601e0211e34f76b4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
nsx-mgr-03,poweredOn,False,False,17,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,VMware Photon OS (64-bit),VMware Photon OS 3.0,vm-1313,vm-1313,422a3d41a754a29ff143e5456e6b34b9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
ad-dc01,poweredOn,False,False,14,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1314,vm-1314,42ecf264b8d77d2f8dda4ff2b27b7bb4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
ad-dc02,poweredOn,False,False,20,toolsOld,10346,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1315,vm-1315,427daec9d700b4618cb6b0ba925f8199,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
veeam-br01,poweredOn,False,False,21,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1316,vm-1316,4218d422331de35c7af6cd4199a7b99b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
veeam-proxy-01,poweredOn,False,False,11,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1317,vm-1317,427d3572788fd0cd65c06b93c8edabdd,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
veeam-proxy-02,poweredOn,False,False,19,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1318,vm-1318,4243675d0b6c03c8721e54192fc3e649,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
vrli-01,poweredOn,False,False,21,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,VMware Photon OS (64-bit),VMware Photon OS 3.0,vm-1319,vm-1319,42aadf36b24beb96c0927b7426b07ff6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
vrops-01,poweredOn,False,False,13,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,VMware Photon OS (64-bit),VMware Photon OS 3.0,vm-1320,vm-1320,42631962d73e7bb90f9ca17b8db8dadf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
jump-01,poweredOn,False,False,13,toolsNotInstalled,0,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1321,vm-1321,42e71c686511e61a143665f54c819260,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
jump-02,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1322,vm-1322,42f8dfcc2acb4fbdfbff8a7df2f5b176,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
pki-root,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1323,vm-1323,42a091e5d2938e6eff4d093033b0fb53,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
pki-sub01,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1324,vm-1324,4246b518db4bb8eb537d0bd18d536c75,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
syslog-01,poweredOn,False,False,10,toolsOld,11269,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1325,vm-1325,42c22505952a53459682d9ff910c4cb7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
ntp-01,poweredOn,False,False,17,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1326,vm-1326,42620f23439e754c693016eae0bda1ee,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
dns-01,poweredOn,False,False,19,toolsOld,10346,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1327,vm-1327,42b193c8ae49c0799bd0d4c79e45455e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
dns-02,poweredOn,False,False,13,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1328,vm-1328,42567e64052dfb9a5f584603e5a3d8e9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
wsus-01,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1329,vm-1329,422267163a5b6ac5de703b72f8f58a26,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
sccm-01,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1330,vm-1330,42711456301c8db316db80dba543148e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
sccm-db01,poweredOn,False,False,20,toolsOld,11269,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1331,vm-1331,4210cc4628b26b1bca9f1d5983e8b700,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
monitor-01,poweredOn,False,False,11,toolsOld,11333,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,Mgmt-Cluster,esx-mgmt01.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1332,vm-1332,420cf17374d9d1f5087758043fde9814,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
backup-repo-01,poweredOn,False,False,21,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1333,vm-1333,42ae61711fb621aeec4e8cbba2aa378c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
kms-01,poweredOn,False,False,13,toolsOld,11333,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,Mgmt-Cluster,esx-mgmt02.corp.example,Mgmt,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1334,vm-1334,4229dc075820b3f25989dd6c8d2434f9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DMZ-WEB-01,poweredOn,False,False,17,toolsOld,11333,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,,esx-dmz01.corp.example,DMZ,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1335,vm-1335,42da940829b44cb10cb5ee5c62f5f7c2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DMZ-WEB-02,poweredOn,False,False,13,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,,esx-dmz01.corp.example,DMZ,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1336,vm-1336,420522268366663668d576b8a6ce6d7a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DMZ-WEB-03,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,,esx-dmz01.corp.example,DMZ,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1337,vm-1337,42022aadcd0579e299e4704c2c56e0cd,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DMZ-WEB-04,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,,esx-dmz01.corp.example,DMZ,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1338,vm-1338,42da018d6060b1ebe53e5f4c6c7e9a2c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DMZ-WEB-05,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,,esx-dmz01.corp.example,DMZ,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1339,vm-1339,4201e1871a31204495a0f35665abc9ff,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DMZ-WEB-06,poweredOn,False,False,21,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,,esx-dmz01.corp.example,DMZ,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1340,vm-1340,427b53351bacbd0daf35b30b4c68eb17,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DMZ-WEB-07,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-West,,esx-dmz01.corp.example,DMZ,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1341,vm-1341,42a6c681e4729be5f3c2944ab60a3dcc,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DMZ-WEB-08,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-West,,esx-dmz01.corp.example,DMZ,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1342,vm-1342,42ae460251d05ef3a91883fc6772fe9f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
TPL-WS2022,poweredOff,True,False,20,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Templates,Microsoft Windows Server 2016 or later (64-bit),,vm-1343,vm-1343,426793cb6b271effe82b5b364269c28c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
TPL-WS2019,poweredOff,True,False,14,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Templates,Microsoft Windows Server 2019 (64-bit),,vm-1344,vm-1344,42b9ff2c57d9cbb0309e47bad0e656e5,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
TPL-RHEL9,poweredOff,True,False,19,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Templates,Red Hat Enterprise Linux 9 (64-bit),,vm-1345,vm-1345,425bc677abff9286f0cf9d73e8121ef0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
TPL-UBU2204,poweredOff,True,False,20,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Templates,Ubuntu Linux (64-bit),,vm-1346,vm-1346,4278851818fc83b74b356e9a2e5eeb6a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
TPL-WS2012R2,poweredOff,True,False,14,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Templates,Microsoft Windows Server 2012 (64-bit),,vm-1347,vm-1347,42f269922edd9141e9a1c6d5c34e9baf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
TPL-CENTOS7,poweredOff,True,False,20,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Templates,CentOS 7 (64-bit),,vm-1348,vm-1348,42df162ebe848aa2392c04da5af3da5a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-BIG01,poweredOn,False,False,13,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1349,vm-1349,4276b9044b46ef3395e7f61442b40281,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-ANALYTICS01,poweredOn,False,False,17,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1350,vm-1350,42f1bdb5948f664a9565257ba267d32f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-BUILD-MONSTER,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1351,vm-1351,4261b512ae423568de14553b1eac41d9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-LEGACYOS,poweredOn,False,False,9,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 Datacenter,vm-1352,vm-1352,4268c0cb57b936b03346a332fe0a824e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-001,poweredOff,False,False,17,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),,vm-1353,vm-1353,42c4c9396334fca6d04f0a710ef473a2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
